idade,renda,propriedade_casa,tempo_emprego,intencao_emprestimo,classificacao,vlr_emprestimo,tx_juros,status_emprestimo,pct_renda_emprestimo,inadimplencia_arquivada,hist_credito,nivel_risco,faixa_renda,faixa_emprestimo,alerta_comprometimento,faixa_hist_credito
24.0,70000,Alugada,3.0,Educacão,B,25000,11.86,1,0.36,Não,4,Risco Baixo,Alta,Alto,False,Curto
24.0,14400,Propria,5.0,Pessoal,A,6000,7.49,1,0.42,Não,3,Risco Muito Baixo,Muito Baixa,Baixo,True,Curto
24.0,56100,Alugada,7.0,Saúde,D,25000,16.49,1,0.38,Não,4,Risco Médio,Média,Alto,False,Curto
25.0,66000,Alugada,9.0,,D,25000,15.33,1,0.38,Sim,2,Risco Médio,Alta,Alto,False,Muito Curto
26.0,66000,Alugada,3.0,Reforma,B,25000,11.58,1,0.38,Não,4,Risco Baixo,Alta,Alto,False,Curto
25.0,14400,Propria,7.0,Educacão,A,5375,5.79,1,0.37,Não,2,Risco Muito Baixo,Muito Baixa,Baixo,False,Muito Curto
25.0,72612,Alugada,9.0,Saúde,C,25000,13.11,1,0.34,Não,2,Risco Médio-Baixo,Alta,Alto,False,Muito Curto
23.0,74000,Alugada,3.0,Saúde,B,25000,10.36,1,0.34,Não,3,Risco Baixo,Alta,Alto,False,Curto
25.0,75000,Alugada,9.0,Consolidação de dívidas,B,25000,10.36,1,0.33,Não,2,Risco Baixo,Alta,Alto,False,Muito Curto
24.0,192000,Alugada,0.0,Saúde,C,22000,,0,0.11,Sim,2,Risco Médio-Baixo,Muito Alta,Alto,False,Muito Curto
21.0,192000,Financiada,,,A,20000,6.54,0,0.1,Não,4,Risco Muito Baixo,Muito Alta,Alto,False,Curto
25.0,191000,Financiada,1.0,Saúde,B,10000,12.53,0,0.05,Não,4,Risco Baixo,Muito Alta,Médio,False,Curto
26.0,190300,Financiada,5.0,Pessoal,A,15000,,0,0.08,Não,3,Risco Muito Baixo,Muito Alta,Médio,False,Curto
22.0,190000,Financiada,3.0,,C,10000,,0,0.05,Não,3,Risco Médio-Baixo,Muito Alta,Médio,False,Curto
24.0,75000,Alugada,4.0,Educacão,B,25000,10.25,1,0.33,Não,4,Risco Baixo,Alta,Alto,False,Curto
22.0,71000,Alugada,1.0,Educacão,D,25000,15.95,1,0.35,Sim,4,Risco Médio,Alta,Alto,False,Curto
26.0,190000,Financiada,3.0,,B,20000,12.18,0,0.11,Não,4,Risco Baixo,Muito Alta,Alto,False,Curto
23.0,189996,Propria,0.0,Pessoal,B,24000,11.83,0,0.13,Não,3,Risco Baixo,Muito Alta,Alto,False,Curto
23.0,78000,Alugada,7.0,Consolidação de dívidas,C,25000,,1,0.32,Sim,2,Risco Médio-Baixo,Alta,Alto,False,Muito Curto
23.0,78000,Alugada,1.0,,B,25000,10.62,1,0.32,Não,3,Risco Baixo,Alta,Alto,False,Curto
23.0,78504,Alugada,7.0,,B,25000,10.74,1,0.32,Não,3,Risco Baixo,Alta,Alto,False,Curto
25.0,186000,Propria,9.0,,B,10000,10.25,0,0.05,Não,4,Risco Baixo,Muito Alta,Médio,False,Curto
24.0,185000,Financiada,,Educacão,B,35000,12.42,0,0.19,Não,2,Risco Baixo,Muito Alta,Muito Alto,False,Muito Curto
25.0,185000,Alugada,6.0,,C,15000,15.27,0,0.08,Não,2,Risco Médio-Baixo,Muito Alta,Médio,False,Muito Curto
24.0,62050,Alugada,8.0,Saúde,D,25000,15.33,1,0.34,Sim,2,Risco Médio,Média,Alto,False,Muito Curto
23.0,79416,Alugada,7.0,,D,25000,15.21,1,0.31,Sim,2,Risco Médio,Alta,Alto,False,Muito Curto
21.0,14400,Propria,4.0,,C,6250,14.72,1,0.43,Não,2,Risco Médio-Baixo,Muito Baixa,Baixo,True,Muito Curto
24.0,79631,Alugada,8.0,Pessoal,D,25000,15.7,1,0.31,Sim,2,Risco Médio,Alta,Alto,False,Muito Curto
24.0,79632,Alugada,0.0,Educacão,C,25000,13.35,1,0.31,Não,4,Risco Médio-Baixo,Alta,Alto,False,Curto
21.0,14400,Financiada,0.0,Saúde,C,1500,,0,0.1,Não,4,Risco Médio-Baixo,Muito Baixa,Muito Baixo,False,Curto
24.0,80000,Alugada,6.0,Educacão,A,25000,6.62,1,0.31,Não,2,Risco Muito Baixo,Alta,Alto,False,Muito Curto
26.0,80000,Alugada,5.0,Consolidação de dívidas,C,25000,13.61,1,0.31,Não,4,Risco Médio-Baixo,Alta,Alto,False,Curto
22.0,185000,Alugada,4.0,Saúde,B,25000,11.36,0,0.14,Não,2,Risco Baixo,Muito Alta,Alto,False,Muito Curto
26.0,185000,Propria,10.0,Pessoal,A,5000,7.68,0,0.03,Não,2,Risco Muito Baixo,Muito Alta,Baixo,False,Muito Curto
24.0,184992,Alugada,7.0,Reforma,D,22000,14.46,0,0.12,Sim,4,Risco Médio,Muito Alta,Alto,False,Curto
23.0,184000,Propria,5.0,Educacão,B,2500,11.83,0,0.01,Não,2,Risco Baixo,Muito Alta,Muito Baixo,False,Muito Curto
24.0,172000,Financiada,6.0,Consolidação de dívidas,C,20000,13.47,1,0.12,Sim,4,Risco Médio-Baixo,Muito Alta,Alto,False,Curto
24.0,183000,Financiada,2.0,Saúde,B,20000,11.49,0,0.11,Não,3,Risco Baixo,Muito Alta,Alto,False,Curto
22.0,183000,Financiada,3.0,Educacão,A,1000,,0,0.01,Não,2,Risco Muito Baixo,Muito Alta,Muito Baixo,False,Muito Curto
25.0,182952,Financiada,9.0,Pessoal,A,15000,6.03,0,0.08,Não,3,Risco Muito Baixo,Muito Alta,Médio,False,Curto
23.0,74004,Alugada,7.0,Consolidação de dívidas,E,25000,16.35,1,0.34,Não,4,Risco Médio-Alto,Alta,Alto,False,Curto
26.0,74004,Alugada,10.0,Consolidação de dívidas,D,25000,,1,0.34,Sim,4,Risco Médio,Alta,Alto,False,Curto
25.0,81000,Alugada,5.0,Consolidação de dívidas,A,25000,7.29,1,0.31,Não,3,Risco Muito Baixo,Alta,Alto,False,Curto
23.0,81600,Alugada,1.0,Saúde,B,25000,11.36,1,0.31,Não,3,Risco Baixo,Alta,Alto,False,Curto
24.0,82000,Alugada,8.0,,B,25000,10.25,0,0.3,Não,2,Risco Baixo,Alta,Alto,False,Muito Curto
24.0,83000,Alugada,5.0,Educacão,B,25000,11.12,0,0.3,Não,3,Risco Baixo,Alta,Alto,False,Curto
24.0,83000,Alugada,5.0,Pessoal,D,25000,12.92,0,0.3,Sim,3,Risco Médio,Alta,Alto,False,Curto
24.0,180000,Alugada,8.0,Educacão,E,18000,18.64,0,0.1,Sim,4,Risco Médio-Alto,Muito Alta,Alto,False,Curto
23.0,180000,Financiada,8.0,Pessoal,A,28000,7.51,0,0.16,Não,3,Risco Muito Baixo,Muito Alta,Alto,False,Curto
23.0,14400,Propria,2.0,Reforma,E,4000,16.7,1,0.28,Não,2,Risco Médio-Alto,Muito Baixa,Baixo,False,Muito Curto
22.0,14400,Propria,0.0,Pessoal,B,2100,11.14,0,0.15,Não,4,Risco Baixo,Muito Baixa,Muito Baixo,False,Curto
22.0,84500,Alugada,6.0,Pessoal,F,25000,18.3,0,0.3,Não,4,Risco Alto,Alta,Alto,False,Curto
24.0,85000,Alugada,5.0,Saúde,B,25000,10.62,0,0.29,Não,4,Risco Baixo,Alta,Alto,False,Curto
24.0,180000,Financiada,7.0,,B,14000,11.99,0,0.08,Não,2,Risco Baixo,Muito Alta,Médio,False,Muito Curto
26.0,180000,Financiada,2.0,,B,12000,9.63,0,0.07,Não,4,Risco Baixo,Muito Alta,Médio,False,Curto
25.0,142800,Financiada,9.0,Saúde,F,10000,18.25,1,0.06,Não,4,Risco Alto,Muito Alta,Médio,False,Curto
23.0,14664,Financiada,0.0,Consolidação de dívidas,C,6000,,1,0.41,Não,4,Risco Médio-Baixo,Muito Baixa,Baixo,True,Curto
24.0,87000,Alugada,8.0,Reforma,D,25000,14.84,0,0.29,Não,3,Risco Médio,Muito Alta,Alto,False,Curto
24.0,75000,Alugada,0.0,,E,25000,14.7,1,0.33,Sim,3,Risco Médio-Alto,Alta,Alto,False,Curto
23.0,76000,Alugada,7.0,Consolidação de dívidas,D,25000,16.02,1,0.33,Não,4,Risco Médio,Alta,Alto,False,Curto
23.0,66215,Alugada,1.0,Saúde,D,25000,15.37,1,0.32,Sim,2,Risco Médio,Alta,Alto,False,Muito Curto
25.0,90000,Alugada,9.0,Saúde,B,25000,10.99,0,0.28,Não,4,Risco Baixo,Muito Alta,Alto,False,Curto
21.0,15000,Propria,0.0,Reforma,A,6200,7.9,1,0.41,Não,2,Risco Muito Baixo,Muito Baixa,Baixo,True,Muito Curto
26.0,180000,Propria,2.0,Pessoal,B,25000,10.99,0,0.14,Não,4,Risco Baixo,Muito Alta,Alto,False,Curto
24.0,180000,Propria,8.0,Educacão,B,21000,11.48,0,0.12,Não,3,Risco Baixo,Muito Alta,Alto,False,Curto
25.0,180000,Propria,9.0,Saúde,C,20000,14.26,0,0.11,Sim,4,Risco Médio-Baixo,Muito Alta,Alto,False,Curto
26.0,180000,Propria,0.0,Reforma,A,10000,8.0,0,0.06,Não,4,Risco Muito Baixo,Muito Alta,Médio,False,Curto
25.0,180000,Financiada,3.0,,B,9950,11.26,0,0.06,Não,2,Risco Baixo,Muito Alta,Médio,False,Muito Curto
23.0,15000,Propria,7.0,Saúde,B,4475,,1,0.3,Não,4,Risco Baixo,Muito Baixa,Baixo,False,Curto
23.0,78000,Alugada,2.0,,D,25000,16.32,1,0.32,Sim,3,Risco Médio,Alta,Alto,False,Curto
25.0,66300,Alugada,3.0,Saúde,E,25000,17.93,1,0.32,Sim,4,Risco Médio-Alto,Alta,Alto,False,Curto
23.0,90000,Alugada,0.0,Consolidação de dívidas,B,25000,11.36,0,0.28,Não,3,Risco Baixo,Muito Alta,Alto,False,Curto
24.0,79000,Alugada,9.0,Consolidação de dívidas,D,25000,14.96,1,0.32,Sim,4,Risco Médio,Alta,Alto,False,Curto
24.0,91800,Alugada,4.0,Pessoal,C,25000,13.43,0,0.27,Sim,3,Risco Médio-Baixo,Muito Alta,Alto,False,Curto
25.0,92000,Alugada,6.0,Reforma,B,25000,12.69,0,0.27,Não,3,Risco Baixo,Muito Alta,Alto,False,Curto
24.0,92000,Alugada,1.0,,C,25000,12.73,0,0.27,Sim,4,Risco Médio-Baixo,Muito Alta,Alto,False,Curto
23.0,93600,Alugada,3.0,,D,25000,15.21,0,0.27,Não,4,Risco Médio,Muito Alta,Alto,False,Curto
23.0,15000,Financiada,1.0,Saúde,C,1750,12.68,0,0.12,Sim,3,Risco Médio-Baixo,Muito Baixa,Muito Baixo,False,Curto
23.0,70550,Alugada,3.0,Saúde,F,25000,19.04,1,0.3,Sim,4,Risco Alto,Alta,Alto,False,Curto
25.0,83800,Alugada,2.0,Consolidação de dívidas,D,25000,15.95,1,0.3,Sim,3,Risco Médio,Alta,Alto,False,Curto
26.0,175000,Financiada,3.0,,A,2600,8.9,0,0.01,Não,4,Risco Muito Baixo,Muito Alta,Muito Baixo,False,Curto
25.0,175000,Financiada,10.0,Reforma,A,8000,7.9,0,0.05,Não,2,Risco Muito Baixo,Muito Alta,Médio,False,Muito Curto
22.0,175000,Financiada,6.0,Educacão,B,18000,,0,0.1,Não,2,Risco Baixo,Muito Alta,Alto,False,Muito Curto
23.0,175000,Financiada,8.0,Pessoal,B,21000,11.99,0,0.12,Não,3,Risco Baixo,Muito Alta,Alto,False,Curto
23.0,15000,Propria,4.0,Consolidação de dívidas,C,4000,13.98,1,0.27,Não,4,Risco Médio-Baixo,Muito Baixa,Baixo,False,Curto
23.0,15000,Propria,4.0,,B,4600,10.99,1,0.31,Não,2,Risco Baixo,Muito Baixa,Baixo,False,Muito Curto
22.0,88000,Alugada,6.0,Consolidação de dívidas,D,25000,15.58,1,0.28,Sim,2,Risco Médio,Muito Alta,Alto,False,Muito Curto
25.0,74800,Alugada,2.0,Saúde,B,25000,10.99,1,0.28,Não,2,Risco Baixo,Alta,Alto,False,Muito Curto
25.0,88000,Alugada,0.0,,D,25000,14.96,1,0.28,Não,4,Risco Médio,Muito Alta,Alto,False,Curto
25.0,15000,Propria,2.0,Reforma,D,1750,15.31,0,0.12,Sim,4,Risco Médio,Muito Baixa,Muito Baixo,False,Curto
26.0,88000,Alugada,2.0,,D,25000,15.65,1,0.28,Não,3,Risco Médio,Muito Alta,Alto,False,Curto
25.0,100000,Alugada,1.0,,B,25000,9.33,0,0.25,Não,4,Risco Baixo,Muito Alta,Alto,False,Curto
23.0,15000,Financiada,0.0,Pessoal,C,3600,13.47,1,0.24,Não,4,Risco Médio-Baixo,Muito Baixa,Baixo,False,Curto
24.0,102400,Alugada,8.0,Pessoal,B,25000,10.36,0,0.24,Não,3,Risco Baixo,Muito Alta,Alto,False,Curto
24.0,92000,Alugada,1.0,Reforma,E,25000,16.77,1,0.27,Sim,4,Risco Médio-Alto,Muito Alta,Alto,False,Curto
23.0,93000,Alugada,0.0,Consolidação de dívidas,D,25000,14.59,1,0.27,Sim,2,Risco Médio,Muito Alta,Alto,False,Muito Curto
22.0,175000,Alugada,6.0,,C,3500,11.91,0,0.02,Sim,2,Risco Médio-Baixo,Muito Alta,Baixo,False,Muito Curto
23.0,175000,Financiada,3.0,Educacão,A,7200,8.38,0,0.04,Não,3,Risco Muito Baixo,Muito Alta,Médio,False,Curto
25.0,174708,Alugada,9.0,,B,9000,10.59,0,0.05,Não,3,Risco Baixo,Muito Alta,Médio,False,Curto
25.0,174000,Financiada,2.0,Consolidação de dívidas,C,8800,14.27,0,0.05,Não,3,Risco Médio-Baixo,Muito Alta,Médio,False,Curto
26.0,174000,Alugada,8.0,Consolidação de dívidas,B,12000,12.53,0,0.07,Não,4,Risco Baixo,Muito Alta,Médio,False,Curto
25.0,162000,Financiada,5.0,Consolidação de dívidas,E,25000,16.0,1,0.15,Sim,3,Risco Médio-Alto,Muito Alta,Alto,False,Curto
26.0,173467,Financiada,10.0,,B,10000,11.71,0,0.06,Não,4,Risco Baixo,Muito Alta,Médio,False,Curto
21.0,15000,Propria,0.0,Reforma,C,3175,11.54,1,0.21,Sim,3,Risco Médio-Baixo,Muito Baixa,Baixo,False,Curto
25.0,96000,Alugada,2.0,Reforma,E,25000,15.68,1,0.26,Sim,4,Risco Médio-Alto,Muito Alta,Alto,False,Curto
21.0,15120,Financiada,0.0,Educacão,B,1500,10.59,0,0.1,Não,2,Risco Baixo,Muito Baixa,Muito Baixo,False,Muito Curto
24.0,97908,Alugada,8.0,Reforma,D,25000,12.61,1,0.26,Sim,2,Risco Médio,Muito Alta,Alto,False,Muito Curto
26.0,110000,Alugada,3.0,Pessoal,C,25000,,0,0.23,Sim,2,Risco Médio-Baixo,Muito Alta,Alto,False,Muito Curto
23.0,15204,Financiada,7.0,Pessoal,A,2800,8.49,1,0.18,Não,3,Risco Muito Baixo,Muito Baixa,Muito Baixo,False,Curto
25.0,159600,Alugada,0.0,Pessoal,D,30000,17.27,1,0.19,Sim,4,Risco Médio,Muito Alta,Alto,False,Curto
24.0,171500,Alugada,6.0,Consolidação de dívidas,A,18000,8.9,0,0.1,Não,4,Risco Muito Baixo,Muito Alta,Alto,False,Curto
25.0,170004,Financiada,3.0,Saúde,B,10000,11.11,0,0.06,Não,4,Risco Baixo,Muito Alta,Médio,False,Curto
24.0,158004,Alugada,0.0,Reforma,D,25000,14.59,1,0.16,Sim,2,Risco Médio,Muito Alta,Alto,False,Muito Curto
26.0,170000,Alugada,0.0,,B,13000,12.42,0,0.08,Não,3,Risco Baixo,Muito Alta,Médio,False,Curto
24.0,83300,Alugada,0.0,Saúde,D,25000,,1,0.26,Não,2,Risco Médio,Alta,Alto,False,Muito Curto
24.0,110000,Alugada,7.0,Reforma,D,25000,15.7,0,0.23,Sim,2,Risco Médio,Muito Alta,Alto,False,Muito Curto
22.0,15360,Propria,7.0,Reforma,B,2500,12.53,1,0.16,Não,3,Risco Baixo,Muito Baixa,Muito Baixo,False,Curto
25.0,134300,Alugada,3.0,Saúde,D,5000,16.49,1,0.03,Não,2,Risco Médio,Muito Alta,Baixo,False,Muito Curto
25.0,170000,Financiada,2.0,Educacão,A,20000,7.49,0,0.12,Não,2,Risco Muito Baixo,Muito Alta,Alto,False,Muito Curto
22.0,100580,Alugada,6.0,Consolidação de dívidas,D,25000,14.96,1,0.25,Sim,2,Risco Médio,Muito Alta,Alto,False,Muito Curto
25.0,113000,Alugada,7.0,Saúde,C,25000,12.73,0,0.22,Sim,4,Risco Médio-Baixo,Muito Alta,Alto,False,Curto
24.0,120000,Alugada,8.0,Educacão,B,25000,10.65,0,0.21,Não,4,Risco Baixo,Muito Alta,Alto,False,Curto
25.0,120000,Alugada,6.0,Saúde,B,25000,10.74,0,0.21,Não,2,Risco Baixo,Muito Alta,Alto,False,Muito Curto
23.0,120000,Alugada,7.0,Educacão,B,25000,9.99,0,0.21,Não,2,Risco Baixo,Muito Alta,Alto,False,Muito Curto
24.0,91800,Alugada,5.0,Saúde,D,25000,15.33,1,0.23,Sim,2,Risco Médio,Muito Alta,Alto,False,Muito Curto
21.0,15600,Propria,5.0,,A,1000,7.29,0,0.06,Não,4,Risco Muito Baixo,Muito Baixa,Muito Baixo,False,Curto
26.0,108000,Alugada,2.0,Pessoal,D,25000,15.05,1,0.23,Não,3,Risco Médio,Muito Alta,Alto,False,Curto
26.0,129996,Alugada,6.0,Pessoal,B,25000,10.75,0,0.19,Não,3,Risco Baixo,Muito Alta,Alto,False,Curto
23.0,130000,Alugada,4.0,Educacão,D,25000,16.02,0,0.19,Sim,2,Risco Médio,Muito Alta,Alto,False,Muito Curto
23.0,130000,Alugada,7.0,,B,25000,11.49,0,0.19,Não,4,Risco Baixo,Muito Alta,Alto,False,Curto
25.0,170000,Propria,4.0,Educacão,B,20000,12.53,0,0.12,Não,4,Risco Baixo,Muito Alta,Alto,False,Curto
26.0,170000,Financiada,0.0,,C,12000,13.57,0,0.07,Sim,2,Risco Médio-Baixo,Muito Alta,Médio,False,Muito Curto
22.0,169000,Alugada,1.0,Pessoal,B,14000,11.14,0,0.08,Não,3,Risco Baixo,Muito Alta,Médio,False,Curto
26.0,168750,Alugada,10.0,Saúde,C,24250,12.87,0,0.14,Sim,3,Risco Médio-Baixo,Muito Alta,Alto,False,Curto
23.0,168600,Alugada,3.0,Educacão,B,20000,11.58,0,0.12,Não,3,Risco Baixo,Muito Alta,Alto,False,Curto
24.0,168288,Alugada,5.0,Reforma,B,1800,11.12,0,0.01,Não,3,Risco Baixo,Muito Alta,Muito Baixo,False,Curto
25.0,168000,Financiada,2.0,Pessoal,B,35000,10.65,0,0.21,Não,2,Risco Baixo,Muito Alta,Muito Alto,False,Muito Curto
24.0,133300,Alugada,6.0,Consolidação de dívidas,B,25000,10.37,0,0.19,Não,2,Risco Baixo,Muito Alta,Alto,False,Muito Curto
24.0,15600,Propria,5.0,Reforma,A,3300,6.39,1,0.21,Não,4,Risco Muito Baixo,Muito Baixa,Baixo,False,Curto
24.0,134000,Alugada,8.0,Pessoal,D,25000,16.07,0,0.19,Sim,3,Risco Médio,Muito Alta,Alto,False,Curto
25.0,134000,Alugada,7.0,Saúde,B,25000,10.62,0,0.19,Não,2,Risco Baixo,Muito Alta,Alto,False,Muito Curto
25.0,15600,Propria,0.0,,F,3200,18.09,1,0.21,Não,2,Risco Alto,Muito Baixa,Baixo,False,Muito Curto
25.0,135000,Alugada,5.0,Educacão,B,25000,11.36,0,0.19,Não,4,Risco Baixo,Muito Alta,Alto,False,Curto
26.0,135660,Alugada,10.0,Consolidação de dívidas,B,25000,12.53,0,0.18,Não,4,Risco Baixo,Muito Alta,Alto,False,Curto
25.0,145000,Alugada,0.0,Educacão,B,25000,9.99,0,0.17,Não,4,Risco Baixo,Muito Alta,Alto,False,Curto
23.0,150000,Alugada,4.0,Educacão,B,25000,10.36,0,0.17,Não,3,Risco Baixo,Muito Alta,Alto,False,Curto
23.0,165000,Financiada,3.0,Educacão,A,9600,5.99,0,0.06,Não,3,Risco Muito Baixo,Muito Alta,Médio,False,Curto
22.0,153000,Financiada,5.0,Consolidação de dívidas,D,24000,15.62,1,0.16,Sim,2,Risco Médio,Muito Alta,Alto,False,Muito Curto
24.0,165000,Financiada,5.0,Pessoal,B,20000,10.37,0,0.12,Não,4,Risco Baixo,Muito Alta,Alto,False,Curto
25.0,165000,Financiada,0.0,Reforma,F,25000,19.74,0,0.15,Não,4,Risco Alto,Muito Alta,Alto,False,Curto
21.0,165000,Financiada,5.0,Educacão,A,20000,6.91,0,0.12,Não,4,Risco Muito Baixo,Muito Alta,Alto,False,Curto
23.0,16000,Propria,7.0,Saúde,A,6000,7.9,1,0.38,Não,2,Risco Muito Baixo,Muito Baixa,Baixo,False,Muito Curto
23.0,16000,Financiada,3.0,Consolidação de dívidas,C,2275,13.06,0,0.14,Sim,4,Risco Médio-Baixo,Muito Baixa,Muito Baixo,False,Curto
23.0,16000,Propria,7.0,Pessoal,A,2000,6.39,0,0.13,Não,3,Risco Muito Baixo,Muito Baixa,Muito Baixo,False,Curto
23.0,148000,Alugada,1.0,Consolidação de dívidas,E,25000,14.93,1,0.17,Não,3,Risco Médio-Alto,Muito Alta,Alto,False,Curto
23.0,16000,Financiada,1.0,Saúde,C,5600,12.84,1,0.35,Não,4,Risco Médio-Baixo,Muito Baixa,Baixo,False,Curto
24.0,16020,Propria,3.0,,E,3625,17.14,1,0.23,Sim,2,Risco Médio-Alto,Muito Baixa,Baixo,False,Muito Curto
22.0,16094,Financiada,2.0,,A,5500,7.14,1,0.34,Não,3,Risco Muito Baixo,Muito Baixa,Baixo,False,Curto
25.0,175000,Alugada,2.0,Pessoal,A,25000,8.9,0,0.14,Não,2,Risco Muito Baixo,Muito Alta,Alto,False,Muito Curto
22.0,16200,Propria,6.0,Pessoal,B,2000,12.42,0,0.12,Não,3,Risco Baixo,Muito Baixa,Muito Baixo,False,Curto
24.0,185000,Alugada,7.0,Reforma,C,25000,12.68,0,0.14,Sim,2,Risco Médio-Baixo,Muito Alta,Alto,False,Muito Curto
25.0,162000,Alugada,9.0,Pessoal,C,25000,11.03,0,0.15,Não,2,Risco Médio-Baixo,Muito Alta,Alto,False,Muito Curto
26.0,161000,Alugada,10.0,,A,30000,7.9,0,0.19,Não,4,Risco Muito Baixo,Muito Alta,Alto,False,Curto
22.0,160000,Financiada,0.0,Saúde,B,35000,10.65,0,0.22,Não,4,Risco Baixo,Muito Alta,Muito Alto,False,Curto
25.0,225000,Alugada,5.0,,B,25000,11.86,0,0.11,Não,4,Risco Baixo,Muito Alta,Alto,False,Curto
25.0,16400,Propria,1.0,Pessoal,A,5000,8.94,1,0.3,Não,4,Risco Muito Baixo,Muito Baixa,Baixo,False,Curto
23.0,16500,Propria,6.0,,B,4375,9.63,1,0.27,Não,4,Risco Baixo,Muito Baixa,Baixo,False,Curto
25.0,49500,Alugada,6.0,Pessoal,C,24750,14.22,1,0.5,Não,3,Risco Médio-Baixo,Média,Alto,True,Curto
23.0,60000,Alugada,4.0,Consolidação de dívidas,B,24750,9.33,1,0.41,Não,3,Risco Baixo,Média,Alto,True,Curto
24.0,84200,Alugada,8.0,Saúde,C,24500,13.85,0,0.29,Não,4,Risco Médio-Baixo,Alta,Alto,False,Curto
22.0,16800,Financiada,5.0,Educacão,B,2000,10.65,0,0.12,Não,2,Risco Baixo,Muito Baixa,Muito Baixo,False,Muito Curto
24.0,92000,Alugada,8.0,Saúde,B,24500,11.46,0,0.27,Não,4,Risco Baixo,Muito Alta,Alto,False,Curto
23.0,160000,Financiada,5.0,Pessoal,A,35000,7.66,0,0.22,Não,2,Risco Muito Baixo,Muito Alta,Muito Alto,False,Muito Curto
24.0,160000,Financiada,9.0,,E,12000,16.77,0,0.07,Não,4,Risco Médio-Alto,Muito Alta,Médio,False,Curto
25.0,160000,Financiada,1.0,Pessoal,B,12000,9.63,0,0.07,Não,4,Risco Baixo,Muito Alta,Médio,False,Curto
26.0,160000,Alugada,6.0,Pessoal,C,25000,12.23,0,0.16,Sim,4,Risco Médio-Baixo,Muito Alta,Alto,False,Curto
25.0,125800,Financiada,0.0,Saúde,D,10000,14.09,1,0.07,Não,4,Risco Médio,Muito Alta,Médio,False,Curto
25.0,54000,Alugada,2.0,Pessoal,C,24250,13.98,1,0.45,Não,4,Risco Médio-Baixo,Média,Alto,True,Curto
23.0,62500,Alugada,1.0,Educacão,B,24250,10.62,1,0.39,Não,4,Risco Baixo,Média,Alto,False,Curto
24.0,16800,Financiada,,Consolidação de dívidas,A,3900,,1,0.23,Não,3,Risco Muito Baixo,Muito Baixa,Baixo,False,Curto
25.0,68400,Alugada,9.0,Pessoal,E,24250,17.56,1,0.35,Não,4,Risco Médio-Alto,Alta,Alto,False,Curto
26.0,56045,Alugada,1.0,Saúde,D,24250,14.96,1,0.37,Não,2,Risco Médio,Média,Alto,False,Muito Curto
22.0,74000,Alugada,7.0,Consolidação de dívidas,D,24250,15.65,1,0.33,Sim,2,Risco Médio,Alta,Alto,False,Muito Curto
24.0,65453,Alugada,9.0,Saúde,D,24250,15.7,1,0.31,Não,2,Risco Médio,Alta,Alto,False,Muito Curto
24.0,89908,Alugada,1.0,,B,24250,12.53,0,0.27,Não,3,Risco Baixo,Muito Alta,Alto,False,Curto
26.0,78000,Alugada,0.0,Reforma,E,24250,17.56,1,0.31,Sim,3,Risco Médio-Alto,Alta,Alto,False,Curto
23.0,100000,Alugada,0.0,Pessoal,C,24250,12.87,0,0.24,Sim,2,Risco Médio-Baixo,Muito Alta,Alto,False,Muito Curto
23.0,103000,Alugada,6.0,Pessoal,D,24250,15.7,0,0.24,Não,2,Risco Médio,Muito Alta,Alto,False,Muito Curto
25.0,160000,Financiada,2.0,Educacão,A,9000,,0,0.06,Não,3,Risco Muito Baixo,Muito Alta,Médio,False,Curto
25.0,160000,Propria,5.0,,B,15000,11.14,0,0.09,Não,4,Risco Baixo,Muito Alta,Médio,False,Curto
24.0,160000,Financiada,3.0,,D,20000,16.0,0,0.13,Não,3,Risco Médio,Muito Alta,Alto,False,Curto
23.0,160000,Financiada,2.0,Educacão,D,25000,15.65,0,0.16,Sim,2,Risco Médio,Muito Alta,Alto,False,Muito Curto
26.0,160000,Financiada,0.0,Consolidação de dívidas,C,13750,,0,0.09,Não,4,Risco Médio-Baixo,Muito Alta,Médio,False,Curto
21.0,160000,Financiada,3.0,,D,15250,15.31,0,0.1,Sim,4,Risco Médio,Muito Alta,Alto,False,Curto
25.0,160000,Financiada,3.0,,C,20000,13.47,0,0.13,Sim,2,Risco Médio-Baixo,Muito Alta,Alto,False,Muito Curto
22.0,16800,Financiada,0.0,Reforma,C,4750,13.85,1,0.28,Sim,2,Risco Médio-Baixo,Muito Baixa,Baixo,False,Muito Curto
25.0,111996,Alugada,9.0,Pessoal,D,24250,,0,0.22,Não,3,Risco Médio,Muito Alta,Alto,False,Curto
21.0,16800,Financiada,0.0,,B,6000,10.39,1,0.36,Não,4,Risco Baixo,Muito Baixa,Baixo,False,Curto
25.0,115200,Alugada,0.0,Reforma,B,24250,11.36,0,0.21,Não,2,Risco Baixo,Muito Alta,Alto,False,Muito Curto
23.0,144000,Alugada,0.0,Educacão,B,24250,11.83,0,0.17,Não,3,Risco Baixo,Muito Alta,Alto,False,Curto
23.0,287000,Alugada,3.0,Educacão,B,24250,12.53,0,0.08,Não,3,Risco Baixo,Muito Alta,Alto,False,Curto
22.0,108000,Alugada,1.0,Reforma,D,24150,14.96,1,0.22,Sim,3,Risco Médio,Muito Alta,Alto,False,Curto
22.0,43000,Alugada,7.0,Consolidação de dívidas,C,24000,13.85,1,0.56,Sim,3,Risco Médio-Baixo,Baixa,Alto,True,Curto
